förråda (verb)	förråda	verb	att	<ul><li>betray, give away</li><li>betray</li></ul>	förråda en hemlighet	give away a secret		
försändelse (noun)	försändelse	noun	en	<ul><li>item of mail, consignment</li></ul>			[sound:försändelse.mp3]	
flyktig (adjective)	flyktig	adjective		<ul><li>fleeting, passing</li><li>elusive</li></ul>			[sound:flyktig.mp3]	
kirurg (noun)	kirurg	noun	en	<ul><li>surgeon</li></ul>			[sound:kirurg.mp3]	
otvivelaktigt (adverb)	otvivelaktigt	adverb		<ul><li>undoubtedly</li></ul>			[sound:otvivelaktigt.mp3]	
varaktighet (noun)	varaktighet	noun	en	<ul><li>duration, longevity</li></ul>				
lekplats (noun)	lekplats	noun	en	<ul><li>playground</li></ul>			[sound:lekplats.mp3]	
tillförlitlighet (noun)	tillförlitlighet	noun	en	<ul><li>reliability</li></ul>				
adjö (interjection)	adjö	interjection		<ul><li>goodbye!, farewell!</li></ul>			[sound:adjö.mp3]	
käpp (noun)	käpp	noun	en	<ul><li>stick</li></ul>			[sound:käpp.mp3]	
lossa (verb)	lossa	verb	att	<ul><li>loose, loosen</li><li>discharge (fire)</li><li>unload</li></ul>	lossa på slipsen	loosen your tie		
summering (noun)	summering	noun	en	<ul><li>sum-up, summerise, summary</li></ul>				
exekutiv (adjective)	exekutiv	adjective		<ul><li>executive</li></ul>			[sound:exekutiv.mp3]	
kandidatur (noun)	kandidatur	noun	en	<ul><li>candidature, candidacy</li></ul>			[sound:kandidatur.mp3]	
tum (noun)	tum	noun	en	<ul><li>inch</li></ul>			[sound:tum.mp3]	
återkoppling (noun)	återkoppling	noun	en	<ul><li>feedback</li></ul>			[sound:återkoppling.mp3]	
dofta (verb)	dofta	verb	att	<ul><li>smell (pleasant, sweet)</li></ul>	ängen doftar av klöver	the meadow smells sweetly of clover		
encyklopedi (noun)	encyklopedi	noun	en	<ul><li>encyclopedia, encyclopaedia</li></ul>			[sound:encyklopedi.mp3]	
förrädare (noun)	förrädare	noun	en	<ul><li>traitor</li></ul>			[sound:förrädare.mp3]	
tvättmaskin (noun)	tvättmaskin	noun	en	<ul><li>washing machine</li></ul>			[sound:tvättmaskin.mp3]	
kvist (noun)	kvist	noun	en	<ul><li>twig</li></ul>			[sound:kvist.mp3]	
heder (noun)	heder	noun	en	<ul><li>honour, (honor [us]), good name or repute attaching to excellence of character</li><li>credit, a source of honour or repute</li></ul>	på heder och samvete	solemnly	[sound:heder.mp3]	
knop (noun)	knop	noun	en	<ul><li>knot</li></ul>			[sound:knop.mp3]	
njure (noun)	njure	noun	en	<ul><li>kidney</li></ul>			[sound:njure.mp3]	
alstra (verb)	alstra	verb	att	<ul><li>produce, generate, procreate, bring forth, create (heat, electricity, etc.)</li></ul>	vid processen alstras bakterier	the process promotes the growth of bacteria		
beslutsam (adjective)	beslutsam	adjective		<ul><li>determined, resolute, energetically motivated</li></ul>			[sound:beslutsam.mp3]	
kontur (noun)	kontur	noun	en	<ul><li>contour (figuratively, &quot;outline&quot;)</li></ul>	dra upp konturerna till ett framtida samhälle	outline the society of the future	[sound:kontur.mp3]	
värka (verb)	värka	verb	att	<ul><li>ache, hurt</li></ul>				
droppe (noun)	droppe	noun	en	<ul><li>drop</li></ul>	en droppe vatten	a drop of water	[sound:droppe.mp3]	
inställa (verb)	inställa	verb	att	<ul><li>cancel; discontinue, stop</li></ul>	inställa betalningarna	suspend payment		
programmera (verb)	programmera	verb	att	<ul><li>programme, write computer software</li></ul>				
resebyrå (noun)	resebyrå	noun	en	<ul><li>travel agency</li></ul>			[sound:resebyrå.mp3]	
gnista (noun)	gnista	noun	en	<ul><li>spark; vestige, trace (figuratively, &quot;rapture, inspiration&quot;), a small particle of burning substance given off by a fire, etc.</li></ul>	den tändande gnistan	the igniting spark	[sound:gnista.mp3]	
envishet (noun)	envishet	noun	en	<ul><li>obstinacy, stubbornness, persistency</li></ul>			[sound:envishet.mp3]	
kristall (noun)	kristall	noun	en	<ul><li>cut glass, crystal</li></ul>			[sound:kristall.mp3]	
passionerad (adjective)	passionerad	adjective		<ul><li>impassioned, ardent, keen, enthusiastic</li></ul>			[sound:passionerad.mp3]	
yr (adjective)	yr	adjective		<ul><li>dizzy, giddy</li></ul>			[sound:yr.mp3]	
besiktning (noun)	besiktning	noun	en	<ul><li>inspection, examination</li></ul>			[sound:besiktning.mp3]	
gjuta (verb)	gjuta	verb	att	<ul><li>cast, found, pour, harden a (soft or fluid mass of sth.) in a form</li></ul>	gjuta betong	cast concrete		
smörja (verb)	smörja	verb	att	<ul><li>grease; smear, daub; lubricate</li></ul>			[sound:smörja.mp3]	
smörja (noun)	smörja	noun	en	<ul><li>lubricant, grease; rubbish (figuratively, &quot;trash&quot;)</li></ul>	vad läser du för smörja?	what&#39;s that rubbish you&#39;re reading?	[sound:smörja.mp3]	
ådra (noun)	ådra	noun	en	<ul><li>gift, talent</li></ul>	hon har en poetisk ådra	she has a gift (talent) for poetry	[sound:ådra.mp3]	
åkomma (noun)	åkomma	noun	en	<ul><li>complaint, affliction, desice, ailment, disease, mild illness</li></ul>			[sound:åkomma.mp3]	
stång (noun)	stång	noun	en	<ul><li>pole, rod, rail, staff, stick</li></ul>			[sound:stång.mp3]	
konsultera (verb)	konsultera	verb	att	<ul><li>consult</li></ul>	konsultera en läkare	consult a physician		
återuppliva (verb)	återuppliva	verb	att	<ul><li>revive</li></ul>				
växtlighet (noun)	växtlighet	noun	en	<ul><li>vegetation</li></ul>			[sound:växtlighet.mp3]	
frost (noun)	frost	noun		<ul><li>frost</li></ul>			[sound:frost.mp3]	
lykta (noun)	lykta	noun	en	<ul><li>lamp, lantern</li></ul>			[sound:lykta.mp3]	
akustisk (adjective)	akustisk	adjective		<ul><li>acoustic, of or pertaining to sound</li></ul>			[sound:akustisk.mp3]	
antydning (noun)	antydning	noun	en	<ul><li>insinuation, hint, suggestion</li></ul>	komma med (el. göra) antydningar	insinuate, make insinuating remarks	[sound:antydning.mp3]	
häl (noun)	häl	noun	en	<ul><li>heel, the back part of the foot</li></ul>			[sound:häl.mp3]	
orätt (noun)	orätt	noun	en	<ul><li>wrong</li></ul>	begå en orätt mot någon	wrong sby, do sby wrong	[sound:orätt.mp3]	
orätt (adjective)	orätt	adjective		<ul><li>wrong</li></ul>			[sound:orätt.mp3]	
syntes (noun)	syntes	noun	en	<ul><li>synthesis</li></ul>			[sound:syntes.mp3]	
ungdomlig (adjective)	ungdomlig	adjective		<ul><li>youthful, looking young or of young people</li></ul>			[sound:ungdomlig.mp3]	
citron (noun)	citron	noun	en	<ul><li>lemon, a sour citrus fruit</li></ul>			[sound:citron.mp3]	
förfalskning (noun)	förfalskning	noun	en	<ul><li>forgery, falsification, counterfeiting</li></ul>			[sound:förfalskning.mp3]	
tass (noun)	tass	noun	en	<ul><li>paw (used informally in certain expressions, &quot;hand&quot;)</li></ul>			[sound:tass.mp3]	
trasa (noun)	trasa	noun	en	<ul><li>rag</li></ul>			[sound:trasa.mp3]	
orgel (noun)	orgel	noun	en	<ul><li>organ</li></ul>			[sound:orgel.mp3]	
geometri (noun)	geometri	noun	en	<ul><li>geometry, the mathematics of physical space</li></ul>			[sound:geometri.mp3]	
omfång (noun)	omfång	noun	ett	<ul><li>size, range, volume, bulk, extent</li></ul>	en bok av imponerande omfång	a book of an impressive size	[sound:omfång.mp3]	
oviss (adjective)	oviss	adjective		<ul><li>uncertain</li></ul>			[sound:oviss.mp3]	
pensionering (noun)	pensionering	noun	en	<ul><li>retirement</li></ul>				
förstora (verb)	förstora	verb	att	<ul><li>enlarge, blow up, magnify</li></ul>	förstora ett problem	exaggerate a problem		
paraply (noun)	paraply	noun	ett	<ul><li>umbrella (grammatical)</li></ul>			[sound:paraply.mp3]	
plakat (noun)	plakat	noun	ett	<ul><li>placard, poster</li></ul>	ett plakat med stora röda bokstäver	a poster (placard) with large red letters	[sound:plakat.mp3]	
veranda (noun)	veranda	noun	en	<ul><li>veranda(h), (porch [us])</li></ul>			[sound:veranda.mp3]	
kosttillskott (noun)	kosttillskott	noun		<ul><li>nutritional supplement</li></ul>				
krock (noun)	krock	noun	en	<ul><li>collision</li></ul>			[sound:krock.mp3]	
skyltfönster (noun)	skyltfönster	noun	ett	<ul><li>shop-window, display window</li></ul>			[sound:skyltfönster.mp3]	
munter (adjective)	munter	adjective		<ul><li>cheerful</li></ul>			[sound:munter.mp3]	
shorts (noun)	shorts	noun		<ul><li>shorts</li></ul>			[sound:shorts.mp3]	
kvadrat (noun)	kvadrat	noun	en	<ul><li>square</li></ul>			[sound:kvadrat.mp3]	
raseri (noun)	raseri	noun	ett	<ul><li>fury (as a last element, also &quot;mania&quot;)</li></ul>	blint raseri	blind fury	[sound:raseri.mp3]	
tangent (noun)	tangent	noun	en	<ul><li>key</li></ul>			[sound:tangent.mp3]	
interiör (noun)	interiör	noun	en	<ul><li>interior (also figuratively, &quot;insight&quot;)</li></ul>	skrämmande interiörer	hideous furnishings	[sound:interiör.mp3]	
brådska (noun)	brådska	noun	en	<ul><li>hurry, bustle</li></ul>			[sound:brådska.mp3]	
svartsjuka (noun)	svartsjuka	noun	en	<ul><li>jealousy</li></ul>			[sound:svartsjuka.mp3]	
älskarinna (noun)	älskarinna	noun	en	<ul><li>mistress</li></ul>			[sound:älskarinna.mp3]	
berömmelse (noun)	berömmelse	noun	en	<ul><li>fame, renown</li></ul>			[sound:berömmelse.mp3]	
bundsförvant (noun)	bundsförvant	noun	en	<ul><li>ally, comrade or assistant in a struggle (for sth.)</li></ul>			[sound:bundsförvant.mp3]	
utantill (adverb)	utantill	adverb		<ul><li>by heart, from memory, commit to memory</li></ul>	lära sig utantill	learn by heart	[sound:utantill.mp3]	
överträda (verb)	överträda	verb	att	<ul><li>transgress, break, infringe</li></ul>				
bortskämd (adjective)	bortskämd	adjective		<ul><li>spoiled, accustomed to getting one&#39;s own way, pampered</li></ul>			[sound:bortskämd.mp3]	
byggare (noun)	byggare	noun	en	<ul><li>builder</li></ul>				
obildad (adjective)	obildad	adjective		<ul><li>uneducated</li></ul>				
bål (noun)	bål	noun	ett	<ul><li>trunk, the (human or animal) body apart from the head and limbs</li><li>punch, mixed drink</li><li>bonfire, fire; pyre</li></ul>	bränna häxor på bål	burn witches at the stake	[sound:bål.mp3]	
horisontell (adjective)	horisontell	adjective		<ul><li>horizontal, in the plane of the horizon</li></ul>			[sound:horisontell.mp3]	
optisk (adjective)	optisk	adjective		<ul><li>optic(al)</li></ul>			[sound:optisk.mp3]	
temperament (noun)	temperament	noun	ett	<ul><li>temperament (used especially of a lively personality)</li></ul>	hon har temperament	she&#39;s temperamental	[sound:temperament.mp3]	
uppställning (noun)	uppställning	noun	en	<ul><li>putting up</li></ul>			[sound:uppställning.mp3]	
bedragare (noun)	bedragare	noun	en	<ul><li>impostor, fraud, swindler, deceiver, one who cheats sby out of money</li></ul>			[sound:bedragare.mp3]	
tonfall (noun)	tonfall	noun	ett	<ul><li>intonation (also used figuratively)</li></ul>			[sound:tonfall.mp3]	
fotografisk (adjective)	fotografisk	adjective		<ul><li>photographic</li></ul>				
skissera (verb)	skissera	verb	att	<ul><li>sketch [out], sketch, outline</li></ul>	skissera en alternativ lösning	outline an alternative solution		
kollision (noun)	kollision	noun	en	<ul><li>collision</li></ul>			[sound:kollision.mp3]	
magnetisk (adjective)	magnetisk	adjective		<ul><li>magnetic (figuratively, &quot;attractive, tempting&quot;)</li></ul>			[sound:magnetisk.mp3]	
sparsam (adjective)	sparsam	adjective		<ul><li>thrifty, economical</li><li>sparse, scant</li></ul>			[sound:sparsam.mp3]	
kran (noun)	kran	noun	en	<ul><li>tap</li><li>crane</li></ul>			[sound:kran.mp3]	
småstad (noun)	småstad	noun	en	<ul><li>small town</li></ul>			[sound:småstad.mp3]	
försona (verb)	försona	verb	att	<ul><li>reconcile</li></ul>				
treårig (adjective)	treårig	adjective		<ul><li>three yeared</li></ul>				
utlämna (verb)	utlämna	verb	att	<ul><li>give up (particularly of the extradition of refugees to their mother country (extradition)), surrender, deliver</li><li>expose</li></ul>	myndigheterna vägrade utlämna handlingarna			
nybyggare (noun)	nybyggare	noun	en	<ul><li>settler</li></ul>			[sound:nybyggare.mp3]	
triangel (noun)	triangel	noun	en	<ul><li>triangle</li></ul>			[sound:triangel.mp3]	
utsliten (adjective)	utsliten	adjective		<ul><li>worn-out (of people &quot;tired and weak&quot;)</li></ul>			[sound:utsliten.mp3]	
slank (adjective)	slank	adjective		<ul><li>slim, slender</li></ul>			[sound:slank.mp3]	
annullera (verb)	annullera	verb	att	<ul><li>cancel, annul, make void, quash, revoke, nullify</li></ul>	beställningen annullerades	the order was cancelled		
brandkår (noun)	brandkår	noun	en	<ul><li>fire brigade, (fire department [us]), organization for putting out fires</li></ul>	ringa efter brandkåren	ring the fire brigade	[sound:brandkår.mp3]	
pinne (noun)	pinne	noun	en	<ul><li>stick</li></ul>			[sound:pinne.mp3]	
hare (noun)	hare	noun	en	<ul><li>hare (also used figuratively of cowards), a rodent of the genus Lepus</li></ul>	jaga hare	hunt hares	[sound:hare.mp3]	
ministerium (noun)	ministerium	noun	ett	<ul><li>ministry</li></ul>				
vikarie (noun)	vikarie	noun	en	<ul><li>substitute, stand-in, deputy</li></ul>			[sound:vikarie.mp3]	
förvirra (verb)	förvirra	verb	att	<ul><li>confuse, bewilder</li></ul>	försök inte förvirra begreppen	do not try to confuse the issue		
inflammation (noun)	inflammation	noun	en	<ul><li>inflammation</li></ul>			[sound:inflammation.mp3]	
larma (verb)	larma	verb	att	<ul><li>clamour</li><li>call</li><li>have an alarm (installed on sth.)</li></ul>	larma brandkåren	call the fire brigade		
mätta (verb)	mätta	verb	att	<ul><li>satisfy hunger (also figuratively, &quot;satisfy&quot;)</li></ul>	många munnar att mätta	many mouths to feed		
plåster (noun)	plåster	noun	ett	<ul><li>(band-aid [us]), plaster</li></ul>	sätta på ett plåster	put on a plaster	[sound:plåster.mp3]	
rotation (noun)	rotation	noun	en	<ul><li>rotation, revolution</li></ul>	jordens rotation	the rotation of the earth	[sound:rotation.mp3]	
skolgård (noun)	skolgård	noun	en	<ul><li>playground, school yard</li></ul>			[sound:skolgård.mp3]	
övernatta (verb)	övernatta	verb	att	<ul><li>stay overnight</li></ul>	vi övernattade på ett hotell i Göteborg	we stayed the night at a hotel in Göteborg		
egenhet (noun)	egenhet	noun	en	<ul><li>peculiarity, oddity</li></ul>			[sound:egenhet.mp3]	
oordning (noun)	oordning	noun	en	<ul><li>disorder</li></ul>	komma i oordning	become disorganized	[sound:oordning.mp3]	
ålderdom (noun)	ålderdom	noun	en	<ul><li>[old] age</li></ul>			[sound:ålderdom.mp3]	
kommando (noun)	kommando	noun	ett	<ul><li>command (also used for the person giving orders, &quot;officer in command&quot;)</li><li>commando</li></ul>				
utmattning (noun)	utmattning	noun	en	<ul><li>exhaustion, fatigue, prostration</li></ul>			[sound:utmattning.mp3]	
keramik (noun)	keramik	noun		<ul><li>ceramic [ware], ceramics</li></ul>			[sound:keramik.mp3]	
mustasch (noun)	mustasch	noun	en	<ul><li>moustache, (mustache [us])</li></ul>			[sound:mustasch.mp3]	
baron (noun)	baron	noun	en	<ul><li>baron, title used for addressing a person holding the rank of &quot;friherre&quot; (baron)</li></ul>			[sound:baron.mp3]	
boss (noun)	boss	noun	en	<ul><li>boss (negative connotations), one who exercises control of everything</li></ul>			[sound:boss.mp3]	
läder (noun)	läder	noun	ett	<ul><li>leather</li></ul>			[sound:läder.mp3]	
avfärd (noun)	avfärd	noun	en	<ul><li>departure</li></ul>			[sound:avfärd.mp3]	
hink (noun)	hink	noun	en	<ul><li>pail, bucket, a receptacle with a handle used for carrying water, etc.</li></ul>	en hink vatten	a bucket of water	[sound:hink.mp3]	
matematiker (noun)	matematiker	noun	en	<ul><li>mathematician</li></ul>				
hemort (noun)	hemort	noun	en	<ul><li>place of residence, (legal) domicile, the place in which one is registered for census purposes</li></ul>			[sound:hemort.mp3]	
instruera (verb)	instruera	verb	att	<ul><li>instruct, teach</li></ul>	polisen har instruerats att inte ingripa	the police have been instructed not to intervene		
rengöra (verb)	rengöra	verb	att	<ul><li>clean, wash</li></ul>	rengöra en maskin	clean a machine		
dekoration (noun)	dekoration	noun	en	<ul><li>decoration, adornment, embellishment, ornament</li><li>decoration, a badge of honour</li></ul>			[sound:dekoration.mp3]	
månatlig (adjective)	månatlig	adjective		<ul><li>monthly</li></ul>			[sound:månatlig.mp3]	
patriotism (noun)	patriotism	noun	en	<ul><li>patriotism</li></ul>				
gås (noun)	gås	noun	en	<ul><li>goose (also of stupid, spineless woman)</li></ul>			[sound:gås.mp3]	
avla (verb)	avla	verb	att	<ul><li>beget, breed, engender, produce (offspring), sire (children)</li></ul>				
brigad (noun)	brigad	noun	en	<ul><li>brigade, large military unit</li></ul>			[sound:brigad.mp3]	
allsidig (adjective)	allsidig	adjective		<ul><li>comprehensive, all-round, encompassing all areas of importance</li></ul>			[sound:allsidig.mp3]	
komfort (noun)	komfort	noun		<ul><li>comfort</li></ul>			[sound:komfort.mp3]	
listig (adjective)	listig	adjective		<ul><li>cunning</li></ul>			[sound:listig.mp3]	
simulering (noun)	simulering	noun	en	<ul><li>simulation</li></ul>				
återbetala (verb)	återbetala	verb	att	<ul><li>repay</li></ul>	skulden skall återbetalas på tre år	the debt is to be repaid over three years		
sned (adjective)	sned	adjective		<ul><li>crooked, oblique, inclined, slanting, sloping</li></ul>			[sound:sned.mp3]	
bassäng (noun)	bassäng	noun	en	<ul><li>basin; pool, large tank or receptacle for holding water</li></ul>			[sound:bassäng.mp3]	
pensel (noun)	pensel	noun	en	<ul><li>brush</li></ul>			[sound:pensel.mp3]	
patrull (noun)	patrull	noun	en	<ul><li>patrol</li></ul>			[sound:patrull.mp3]	
hydda (noun)	hydda	noun	en	<ul><li>cabin, hut, a small, often primitive dwelling or construction providing shelter against the weather</li></ul>			[sound:hydda.mp3]	
bokstavlig (adjective)	bokstavlig	adjective		<ul><li>literal, having the primary or strict meaning</li></ul>			[sound:bokstavlig.mp3]	
elektromagnetisk (adjective)	elektromagnetisk	adjective		<ul><li>electromagnetic</li></ul>				
rymlig (adjective)	rymlig	adjective		<ul><li>roomy, spacious</li></ul>			[sound:rymlig.mp3]	
pristagare (noun)	pristagare	noun	en	<ul><li>prizewinner</li></ul>			[sound:pristagare.mp3]	
självsäker (adjective)	självsäker	adjective		<ul><li>cocksure, self-assured, self-confident</li></ul>			[sound:självsäker.mp3]	
tam (adjective)	tam	adjective		<ul><li>tame (also used figuratively, &quot;powerless&quot;)</li></ul>			[sound:tam.mp3]	
oreda (noun)	oreda	noun	en	<ul><li>disorder</li></ul>	ställa till oreda	make a mess, throw things into disarray (confusion)	[sound:oreda.mp3]	
förnekande (noun)	förnekande	noun	ett	<ul><li>denial</li></ul>				
algoritm (noun)	algoritm	noun	en	<ul><li>algorithm</li></ul>				
tall (noun)	tall	noun	en	<ul><li>pine</li></ul>			[sound:tall.mp3]	
avsiktlig (adjective)	avsiktlig	adjective		<ul><li>deliberate, intentional, conscious, planned</li></ul>			[sound:avsiktlig.mp3]	
tarm (noun)	tarm	noun	en	<ul><li>intestine (also used figuratively of sth. long and narrow)</li></ul>			[sound:tarm.mp3]	
kompatibel (adjective)	kompatibel	adjective		<ul><li>compatible</li></ul>				
ängslig (adjective)	ängslig	adjective		<ul><li>anxious</li></ul>			[sound:ängslig.mp3]	
beväpna (verb)	beväpna	verb	att	<ul><li>arm, provide with weapons</li></ul>	beväpnade vakter	armed guards		
skådespelerska (noun)	skådespelerska	noun	en	<ul><li>actress, actresss</li><li>actress</li></ul>				
glänsa (verb)	glänsa	verb	att	<ul><li>shine, glisten, glitter</li></ul>	glänsa som guld	glitter like gold		
föräldralös (adjective)	föräldralös	adjective		<ul><li>orphaned</li></ul>			[sound:föräldralös.mp3]	
tumör (noun)	tumör	noun	en	<ul><li>tumour, (tumor [us])</li></ul>			[sound:tumör.mp3]	
deponera (verb)	deponera	verb	att	<ul><li>deposit, put in safekeeping</li></ul>	diamanten deponerades i ett bankfack	the diamond was stored away in a safe deposit box		
kirurgi (noun)	kirurgi	noun		<ul><li>surgery</li></ul>			[sound:kirurgi.mp3]	
närmande (noun)	närmande	noun	ett	<ul><li></li></ul>	hon avvisade hans närmanden	she rejected his advances	[sound:närmande.mp3]	
stabilisering (noun)	stabilisering	noun	en	<ul><li>stabilization, stabilisation, stabilization, stabilise, stabilizing</li></ul>				
törst (noun)	törst	noun	en	<ul><li>thirst (figuratively, &quot;strong longing&quot;)</li></ul>			[sound:törst.mp3]	
arkitektonisk (adjective)	arkitektonisk	adjective		<ul><li>architectonic, architectural, architectonical, arcitectical, architectural </li></ul>				
förbluffande (adverb)	förbluffande	adverb		<ul><li>mind blowing</li></ul>				
klunga (noun)	klunga	noun	en	<ul><li>clump, group</li></ul>			[sound:klunga.mp3]	
medfölja (verb)	medfölja	verb	att	<ul><li>be enclosed with</li></ul>	texthäfte medföljer	manual enclosed		
tabu (noun)	tabu	noun	ett	<ul><li>taboo</li></ul>			[sound:tabu.mp3]	
vulgär (adjective)	vulgär	adjective		<ul><li>vulgar, common</li></ul>			[sound:vulgär.mp3]	
minnesmärke (noun)	minnesmärke	noun	ett	<ul><li>monument, memorial</li></ul>			[sound:minnesmärke.mp3]	
provision (noun)	provision	noun	en	<ul><li>commission</li></ul>			[sound:provision.mp3]	
blödning (noun)	blödning	noun	en	<ul><li>(hemorrhage [us]), haemorrhage, bleeding, loss of blood</li></ul>	hon hade svåra inre blödningar	she was suffering from severe internal bleeding	[sound:blödning.mp3]	
defekt (noun)	defekt	noun	en	<ul><li>defect, imperfection, shortcoming, deficiency</li></ul>	maskinen har allvarliga defekter	the machine has serious defects	[sound:defekt.mp3]	
defekt (adjective)	defekt	adjective		<ul><li>defective, imperfect, faulty</li></ul>			[sound:defekt.mp3]	
disposition (noun)	disposition	noun	en	<ul><li>disposal, right of disposition</li><li>plan, outline</li><li>predisposition, susceptibility</li></ul>	stå till någons disposition	be at sby&#39;s disposal	[sound:disposition.mp3]	
koordinera (verb)	koordinera	verb	att	<ul><li>coordinate</li></ul>				
staket (noun)	staket	noun	ett	<ul><li>railing, fence</li></ul>			[sound:staket.mp3]	
hytt (noun)	hytt	noun	en	<ul><li>cabin, berth, a small room</li></ul>			[sound:hytt.mp3]	
kastrull (noun)	kastrull	noun	en	<ul><li>saucepan</li></ul>			[sound:kastrull.mp3]	
sked (noun)	sked	noun	en	<ul><li>spoon, spoonful</li></ul>			[sound:sked.mp3]	
bal (noun)	bal	noun	en	<ul><li>bundle, bale</li><li>ball</li></ul>	gå på bal	go to a ball	[sound:bal.mp3]	
kryssning (noun)	kryssning	noun	en	<ul><li>cruise</li></ul>			[sound:kryssning.mp3]	
gräla (verb)	gräla	verb	att	<ul><li>quarrel</li><li>scold</li></ul>	gräla om småsaker	quarrel over trifling matters		
area (noun)	area	noun	en	<ul><li>area, surface, extent of space</li></ul>			[sound:area.mp3]	
förlikning (noun)	förlikning	noun	en	<ul><li>mediation, conciliation</li></ul>			[sound:förlikning.mp3]	
ljuda (verb)	ljuda	verb	att	<ul><li>sound</li></ul>	i tystnaden ljöd ett skott	the sound of a shot broke the silence		
samexistens (noun)	samexistens	noun	en	<ul><li>co-existence</li></ul>				
terapeutisk (adjective)	terapeutisk	adjective		<ul><li>therapeutic</li></ul>			[sound:terapeutisk.mp3]	
trendig (adjective)	trendig	adjective		<ul><li>trendy</li></ul>			[sound:trendig.mp3]	
hjort (noun)	hjort	noun	en	<ul><li>deer, an ungulate horned mammal of the family Cervidae</li></ul>			[sound:hjort.mp3]	
debitera (verb)	debitera	verb	att	<ul><li>debit, charge with a debit</li></ul>	han debiterades telefonavgift	he was charged for his use of the telephone		
dundra (verb)	dundra	verb	att	<ul><li>rumble (figuratively, &quot;give reproof&quot;), make a loud noise (as thunder)</li></ul>	prosten dundrade från predikstolen	the dean thundered from the pulpit		
kräm (noun)	kräm	noun	en	<ul><li>cream, crème</li></ul>			[sound:kräm.mp3]	
korrespondent (noun)	korrespondent	noun	en	<ul><li>correspondent</li></ul>			[sound:korrespondent.mp3]	
aktualitet (noun)	aktualitet	noun	en	<ul><li>current (immediate) interest (importance), topicality</li></ul>			[sound:aktualitet.mp3]	
behållare (noun)	behållare	noun	en	<ul><li>receptacle, vessel, container, tank</li></ul>			[sound:behållare.mp3]	
gruvarbetare (noun)	gruvarbetare	noun	en	<ul><li>miners, miner, vat inte</li></ul>				
åtstramning (noun)	åtstramning	noun	en	<ul><li>tightening up, squeeze</li><li>economic restriction, austerity</li></ul>			[sound:åtstramning.mp3]	
kontinental (adjective)	kontinental	adjective		<ul><li>continental</li></ul>				
ankare (noun)	ankare	noun	ett	<ul><li>anchor, a device dropped to the bottom from a ship or boat to keep it in the desired place</li><li>anchor</li></ul>			[sound:ankare.mp3]	
åker (noun)	åker	noun	en	<ul><li>arable land, field</li></ul>			[sound:åker.mp3]	
senator (noun)	senator	noun	en	<ul><li>senator (also used as a title)</li></ul>			[sound:senator.mp3]	
häpnad (noun)	häpnad	noun	en	<ul><li>astonishment, amazement</li></ul>			[sound:häpnad.mp3]	
mynning (noun)	mynning	noun	en	<ul><li>opening, mouth</li></ul>			[sound:mynning.mp3]	
omåttlig (adjective)	omåttlig	adjective		<ul><li>immoderate, immense, excessive, tremendous</li></ul>			[sound:omåttlig.mp3]	
maximum (noun)	maximum	noun	ett	<ul><li>maximum</li></ul>			[sound:maximum.mp3]	
perfektion (noun)	perfektion	noun	en	<ul><li>perfection</li></ul>			[sound:perfektion.mp3]	
timmer (noun)	timmer	noun	ett	<ul><li>timber</li></ul>			[sound:timmer.mp3]	
urin (noun)	urin	noun	en	<ul><li>urine</li></ul>			[sound:urin.mp3]	
oavbruten (adjective)	oavbruten	adjective		<ul><li>uninterrupted, unbroken, continuous</li></ul>			[sound:oavbruten.mp3]	
kolonn (noun)	kolonn	noun	en	<ul><li>column</li></ul>			[sound:kolonn.mp3]	
appell (noun)	appell	noun	en	<ul><li>call, appeal</li></ul>			[sound:appell.mp3]	
strejka (verb)	strejka	verb	att	<ul><li>strike (figuratively &quot;not work&quot;)</li></ul>	bilen strejkade i morse	the car wouldn&#39;t start (run) this morning		
propp (noun)	propp	noun	en	<ul><li>plug, stopper</li><li>fuse</li></ul>	dra ut proppen ur badkaret	pull out the bath plug	[sound:propp.mp3]	
automat (noun)	automat	noun	en	<ul><li>automatic (vending) machine, slot machine, a machine which functions without human intervention once it has been started</li></ul>			[sound:automat.mp3]	
studium (noun)	studium	noun	ett	<ul><li>study (particularly of certain types of study; also commonly &quot;careful observation&quot;)</li></ul>	frågan blev föremål för ett noggrant studium	the matter was subjected to a detailed study	[sound:studium.mp3]	
högljudd (adjective)	högljudd	adjective		<ul><li>noisy, loud, loud-voiced, vociferous</li></ul>			[sound:högljudd.mp3]	
stinka (verb)	stinka	verb	att	<ul><li>stink, reek, have an unpleasant smell</li></ul>				
tillfreds (adjective)	tillfreds	adjective		<ul><li>satisfied</li></ul>			[sound:tillfreds.mp3]	
världsomfattande (adjective)	världsomfattande	adjective		<ul><li>global, worldwide, increased</li></ul>				
befruktning (noun)	befruktning	noun	en	<ul><li>fertilization, insemination, conception, impregnation, fusion of a male and female sexual cell</li></ul>	konstgjord befruktning	artificial insemination	[sound:befruktning.mp3]	
glänsande (adjective)	glänsande	adjective		<ul><li>lustrous, shining</li></ul>			[sound:glänsande.mp3]	
organisatör (noun)	organisatör	noun	en	<ul><li>organizer</li></ul>			[sound:organisatör.mp3]	
pussel (noun)	pussel	noun	ett	<ul><li>jigsaw puzzle (also figuratively)</li></ul>	lägga pussel	do a puzzle	[sound:pussel.mp3]	
vitamin (noun)	vitamin	noun	ett	<ul><li>vitamin</li></ul>			[sound:vitamin.mp3]	
